4000000 38.8232 0.268819 0 0 0 0 0
1 0.000298629 0.00166391 -0.00314408 -73680.8 6346.63 45002.3 0.00356974
1 0.00256135 0.0042821 -0.0113617 18607.1 8801.17 44854 0.0124091
1 0.00487513 0.00743178 -0.0351323 6405.68 -16850.9 44545.5 0.0362392
1 -0.00024187 -0.000391369 -0.00376285 24485.1 -74905 44625.2 0.00379087
1 -0.000470358 0.00137275 -0.00311042 -51953.8 -26343.6 44587.5 0.00343226
1 0.00231108 0.00460586 -0.0175844 4444.61 3027.58 44694.6 0.0183239
1 0.00387284 0.0041445 -0.0118704 44857.4 16290.4 45087.5 0.0131561
1 0.00491638 -0.00118767 -0.0155281 75064.4 -123094 44816.3 0.0163311
1 0.000584344 0.00067188 -0.00570344 20537.4 -1497.09 44740.8 0.00577253
1 0.000823074 0.00442063 -0.00777308 -13048.8 9248.89 44743.1 0.00897999
1 0.00197802 0.00210153 -0.00631816 -6233.96 -3730.11 44627.1 0.00694609
1 0.000845284 0.00180256 -0.00545273 -11235.1 14912.7 44775.3 0.00580483
1 0.00104176 0.0010489 -0.00145595 1232.13 -47834.1 44483.1 0.00207491
1 -0.00226454 0.00862707 -0.010677 -22540.7 21180.1 45328.3 0.0139123
1 0.00285343 -0.000298261 -0.0059249 59980.4 -72346.1 44790.1 0.00658297
1 -0.000684286 0.000276719 -0.000110815 -99416.8 22077.4 44978.2 0.000746392
1 5.3778e-06 0.000183 -0.000324672 -89929.6 13213.2 44639 0.000372733
1 0.00396598 0.00220898 -0.00823721 40421.5 -19095.2 44815.8 0.00940533
1 0.00055581 0.000783957 -0.00458167 61.7372 -10997.6 44564 0.00468137
1 0.000295972 0.00124858 -0.00434088 -25387 -13559.7 44600.8 0.00452657
1 -7.73057e-05 0.00122293 -0.00883093 -18332.3 -15214.6 44506.6 0.00891554
1 0.000421279 2.01828e-05 -0.000173177 15422.2 11889.4 44917.6 0.000455932
1 1.06893e-05 5.95949e-05 -0.000467051 7456.48 4662.47 44736.1 0.000470959
1 -0.000556449 0.000197809 -0.000562785 -9216.9 5793.98 44961.1 0.000815776
1 0.000636636 0.000787066 -0.00159932 18841.1 10041.7 44887.2 0.00189278
1 -0.000333503 0.000339771 -0.00139258 -33776.9 3166.46 44889.6 0.00147172
1 0.000640789 0.00244632 -0.00557103 9626.82 29078.6 45011.6 0.00611813
1 -0.00018925 0.000441526 -0.000332808 -46100.3 141793 48704.3 0.000584399
1 0.000383981 0.000249715 -0.000575305 19734.3 2014.45 44822.9 0.000735374
1 0.00268513 0.00101337 -0.0127706 8325.7 -29289.1 44513.5 0.0130891
1 0.000175667 0.000657971 -0.0001914 5765.02 25673.6 46119.4 0.000707403
1 0.00188439 0.00492667 -0.00877849 -1356.88 25944.7 45013.4 0.0102413
1 -0.000104568 -0.000250149 -0.000277411 -69484.3 -250578 46983.7 0.000387899
1 0.00309662 0.00666586 -0.0228656 4263.42 14456.9 44786.2 0.0240179
1 -0.00122376 0.00151023 -0.0027086 -68816.9 18072.6 45126.5 0.0033339
1 0.000184463 -0.000190828 -0.000700431 -112477 -75676.3 45674.6 0.00074903
1 0.0601067 0.103436 -0.462274 2395.42 -8054.58 44591.4 0.477503
1 0.00158137 0.00290137 -0.0125967 1163.35 -5149.94 44607.8 0.0130229
1 6.97748e-05 0.000533092 -0.0012721 -1099.78 4116.2 44694.3 0.00138105
1 0.000114707 0.000396747 -0.00142283 2673.31 -2796.32 44634.2 0.00148156
1 -7.13951e-05 0.000269207 -0.00094963 813.186 -2887.43 44633.3 0.00098963
1 -0.000236281 0.000428192 -0.00216515 642.4 -3468.71 44629.5 0.0022197
3 -0.000933948 0.00678245 -0.0296607 788.268 -3632.27 44628.5 0.0304406
1 0.000261034 -1.62278e-05 -0.00124641 20.2 -3.9 44583.5 0.00127355
